word_id	morphology	lemma_source	lemma_ipa	definition
95	(-лIи /-лъ̄илIи, -о)	а'кĪа	a'-kʼː-a	женщина; *гIолохъадайе акĪа* молодая женщина; *йахъIаролъадайе акĪа* женщина преклонных лет; *зама маᴴдайе акĪа* пожилая женщина; *акĪолобе шишакьIе* женская одежда; *акĪолобе кьибе* женский танец; _ратл._ *аркĪа*, _тлян._ *акĪай*
96		а'кĪада/б/е	a'-kʼː-a-d-a-b-e	1) женского пола; *акĪа̄бе шари* лисица; *акĪа̄бе имихи* ослица 2) _перен._ подлый; *акĪадабе гIама* подлый характер 3) _перен._ женоподобный 4) _перен._ трусливый; *акĪа̄ве экIва* а) подлец б) трус в) женоподобный мужчина; _ратл._ *аркĪаб*, _тлян._ *акĪаб*
97		а'кĪа̄/б/е	a'-kʼː-aː-b-e	1) женского пола; *акĪа̄бе шари* лисица; *акĪа̄бе имихи* ослица 2) _перен._ подлый; *акĪадабе гIама* подлый характер 3) _перен._ женоподобный 4) _перен._ трусливый; *акĪа̄ве экIва* а) подлец б) трус в) женоподобный мужчина; _ратл._ *аркĪаб*, _тлян._ *акĪаб*
98	(-с̄у/б/е, -ди)	а'кĪака̄ли	a'-kʼː-a-k-aː-l-i	1) женоподобный мужчина 2) трус; _тлян._ *акĪаб* *чула*
99	(-ролIи)	а'кĪалъе	a'-kʼː-a-ɬ-e	1) трусость; *меде дуда акĪалъе гьаригва̄ри* ты показал свою трусость 2) женственность 3) женский половой орган; _ратл._ *аркIалъери*, _тлян._ *акĪалъер*
100	(-ари, -ва, -а', -егье, -ере)	а'кĪалъу'/рулъIа	a'-kʼː-a-ɬ-u'-r-u-t͡ɬ-a	женоподобиться; *мене акĪалъари* ты стал женоподобным
101	(-олIи, -о)	а'кĪи	a'-kʼː-i	жена; *х̄ера акĪи* замужняя женщина; *акĪи йелъIурулъIа* жениться (_букв._ жену привести); *акĪи итурулъIа* развестись с женой (_букв._ жену отпустить); *акĪи шодаве шо вукIидо, акĪи кошаве коша вукIидо* _погов._ у кого жена хорошая, сам тоже хорош, у кого жена плохая, тот и сам плох; *минарекIвас̄убе къимате гъадига гвидала акĪи, къимате гье-чIередала акĪи *_погов._ жена может и возвысить мужа, и низводит – жена; _ратл._ *аркĪи*
102	(-лIи)	а'кĪих̄о	a'-kʼː-i-χː-o	супруги; супружеская пара; *ракъидийи акIих̄о* подходящая супружеская пара, ладная семья; _ратл._ *аркĪи*-*х̄ев*, _тлян._ *аркĪих̄у*, _цег._ *акĪх̄ив*
103	(-лIи)	акIих̄еве	a-k’-i-χː-e-w-e	супруги; супружеская пара; *ракъидийи акIих̄о* подходящая супружеская пара, ладная семья; _ратл._ *аркĪи*-*х̄ев*, _тлян._ *аркĪих̄у*, _цег._ *акĪх̄ив*
104	(-лъ̄илIи)	а'кĪих̄о̄лъ̄илIижоми	a'-kʼː-i-χː-oː-ɬː-i-t͡ɬː-i-ʒ-o-m-i	_бот._ клевер ползучий; _лат._ Trifolium repens; _тлян._ *лъагIмел*
105		а'кĪоло/б/е	a'-kʼː-o-l-o-b-e	 1. _род. п. мн. ч. от _*акĪа* 2. _в знач. прил._ женский; *акĪолобе кьибе* женский танец; *акIолобе шишакьIе* женская одежда; *акĪолобе гIама* женские повадки; *акĪолобе кукъи* женская работа; _ратл._ *аркĪолоб*
106	(-лъ̄илIи / -лIи, -а)	ала'ти	a-l-a'-t-i	1) инструмент, орудие; *уштас̄убе алати* инструменты мастера 2) утварь; *чIило арахъас̄е алати* хозяйственная утварь; _ратл., цег._ *алате*
107	(-лъ̄илIи, собир.)	ала'тикъе	a-l-a'-t-i-q͡χ’ː-e	инструменты
108	(-ари', -ва, -а', -е̄гье, -е'ре)	алахогьечIу'/рулъIа	a-l-a-χ-o-h-e-t͡ʃ’-u'-r-u-t͡ɬ-a	подниматься, вставать (_с постели или с сиденья_); *кьIада аᴴде бекъIарилъ̄и алахогьечIурулъIа* встать при появлении _кого-л._; _тлян._ *тIавгъилейхъе*
109	(-ари', -ва, -а', -е̄гье, -е'ре)	алахочIу'/рулъIа	a-l-a-χ-o-t͡ʃ’-u'-r-u-t͡ɬ-a	подниматься, вставать (_с постели или с сиденья_); *кьIада аᴴде бекъIарилъ̄и алахогьечIурулъIа* встать при появлении _кого-л._; _тлян._ *тIавгъилейхъе*
110	(-с̄у/бе, -лъ̄илIи, -ла)	алахIе'	a-l-a-ћ-e-'	глупец (_придурковатый_); *алахIес̄у-кIена мекъелъуба* не равняйся на * глупца
111		алахIе'да/б/е	a-l-a-ћ-e'-d-a-b-e	 1) глупый; *алахIедабе х̄аба* глупый разговор; *алахIедабе микIе* глупый ребенок; *алахIедабе иши* дурной поступок 2) умственно отсталый (_с признаками дебильности_); *алахIедаве экIва* дебил; _ратл._ *антедаб*
112		алахIа/б/е	a-l-a-ћ-a-b-e	 1) глупый; *алахIедабе х̄аба* глупый разговор; *алахIедабе микIе* глупый ребенок; *алахIедабе иши* дурной поступок 2) умственно отсталый (_с признаками дебильности_); *алахIедаве экIва* дебил; _ратл._ *антедаб*
113	(-ролIи)	алахIелъе'	a-l-a-ћ-e-ɬ-e-'	глупость; *гьубе дубе алахIелъе годи* это твоя глупость
114	(-ролIи)	алахIи'лъилайе	a-l-a-ћ-i'-ɬ-i-l-a-j-e	глупость; *гьубе дубе алахIелъе годи* это твоя глупость
115	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	ала'хIилъило̄/рулъIа	a-l-a'-ћ-i-ɬ-i-l-oː-r-u-t͡ɬ-a	глупеть; *мене алахIилъилоба* ты не глупи
116		алахIилIи	a-l-a-ћ-i-t͡ɬː-i	(_ратл._),* алахIилI *(_тл._),* алахилI *(_цег._) _см._* ахвалIи*
117	(ал̄ас̄у/б/е)	ал̄а'гьи	a-lː-a'-h-i	бог, Аллах; *Ал̄ас̄убе цĪо* милость божья; *Ал̄ас̄убе бака* божий дар; *Ал̄ас̄ва щукуру* благодарение Аллаху; *Ал̄ас̄ва рец̄и* слава Аллаху; *Ал̄ас̄ва хъваре мичала къала болIиде* бог даст – скоро завершим работу; _ратл., тлян._ *алагье*
118	(ал̄ас̄у/б/е)	ал̄а'	a-lː-a-'	бог, Аллах; *Ал̄ас̄убе цĪо* милость божья; *Ал̄ас̄убе бака* божий дар; *Ал̄ас̄ва щукуру* благодарение Аллаху; *Ал̄ас̄ва рец̄и* слава Аллаху; *Ал̄ас̄ва хъваре мичала къала болIиде* бог даст – скоро завершим работу; _ратл., тлян._ *алагье*
119	(-с̄у/бе)	ал̄а'гьибетIеᴴгьа	a-lː-a'-h-i-b-e-t’-ẽ-h-a	Аллах, господь, Всевышний; _ратл._ *алагьибетIергьане*, _тлян._ *алагьбетIер-гьан*
120	(-лъ̄илIи / -лIи)	али'па	a-l-i'-p-a	олифа; _тлян._ *алипи*
121	(-лIи, -лъ̄илIи, -а)	али'пи	a-l-i'-p-i	1) алиф (_первая буква арабского алфавита_) 2) алфавит
122	(-лъ̄илIи / -лIи, -а)	алпави'ти	a-l-p-a-w-i'-t-i	алфавит
123	(-илIа, -ла)	ама'нате	a-m-a'-n-a-t-e	наказ, поручение; *имобе аманате* отцовский наказ; *аманате гурулъIа* поручить _кому-л. что-л._; *аманате тIубалурулъIа* выполнить поручение _или_ наказ
124	(-илIи, -ла)	амас̄е'	a-m-a-sː-e-'	*алмаз, стеклорез;* амас̄иде жари* *букъурулъIа *резать стекло стеклорезом; _ратл._ *алмазе*, _тлян._ *алмас̄е*
125	(-ло/б/е)	америкаᴴцо	a-m-e-r-i-k-ã-t͡s-o	американцы; _тлян._ *американцал*
126		ами'ни	a-m-i'-n-i	 1) _рел. межд._ аминь (_да будет так_); *садакъа къабулъурулъIа мича – амини!* да воздастся за благотворительность – аминь! 2) (А _прописное_) Амин (_имя собств. мужское_); _тлян._ *амине*
127	(-лIи, -ла)	а'муру	a'-m-u-r-u	1) приказ; распоряжение, веление, воля; *Ал̄ас̄убе амру* воля Аллаха; *амру тIубалурулъIа* выполнить _чье-л._ распоряжение; *гьус̄уде амру гвери* он распорядился 2) _перен._ тяжелое дело, насилие (_которому невозможно противостоять_); *иᴴкIа амру гве гьубе* это – насилие
